Dex No,Name,Base Name,Type 1,Type 2,BST,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Poke-Images
839,Coalossal,Coalossal,ROCK,FIRE,510,110,80,120,80,90,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cloyster.png?raw=true
638,Cobalion,Cobalion,STEEL,FIGHTING,580,91,90,129,90,72,108,https://github.com/Ajeet58698/Pokemon-images/blob/main/Coalossal.png?raw=true
563,Cofagrigus,Cofagrigus,GHOST,-,483,58,50,145,95,105,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cobalion.png?raw=true
128,Combat Breed,Tauros,FIGHTING,-,490,75,110,105,30,70,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cofagrigus.png?raw=true
415,Combee,Combee,BUG,FLYING,244,30,30,42,30,42,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tauros.png?raw=true
256,Combusken,Combusken,FIRE,FIGHTING,405,60,85,60,85,60,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Combee.png?raw=true
764,Comfey,Comfey,FAIRY,-,485,51,52,90,82,110,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Combusken.png?raw=true
718,Complete Forme,Zygarde,DRAGON,GROUND,708,216,100,121,91,95,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Comfey.png?raw=true
534,Conkeldurr,Conkeldurr,FIGHTING,-,505,105,140,95,55,65,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Zygarde.png?raw=true
879,Copperajah,Copperajah,STEEL,-,500,122,130,69,80,69,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Conkeldurr.png?raw=true
774,Core Form,Minior,ROCK,FLYING,500,60,100,60,100,60,120,https://github.com/Ajeet58698/Pokemon-images/blob/main/Copperajah.png?raw=true
341,Corphish,Corphish,WATER,-,308,43,80,65,50,35,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Minior.png?raw=true
222,Corsola,Corsola,WATER,ROCK,410,65,55,95,65,95,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Corphish.png?raw=true
823,Corviknight,Corviknight,FLYING,STEEL,495,98,87,105,53,85,67,https://github.com/Ajeet58698/Pokemon-images/blob/main/Corsola.png?raw=true
822,Corvisquire,Corvisquire,FLYING,-,365,68,67,55,43,55,77,https://github.com/Ajeet58698/Pokemon-images/blob/main/Corviknight.png?raw=true
790,Cosmoem,Cosmoem,PSYCHIC,-,400,43,29,131,29,131,37,https://github.com/Ajeet58698/Pokemon-images/blob/main/Corvisquire.png?raw=true
789,Cosmog,Cosmog,PSYCHIC,-,200,43,29,31,29,31,37,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cosmoem.png?raw=true
546,Cottonee,Cottonee,GRASS,FAIRY,280,40,27,60,37,50,66,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cosmog.png?raw=true
740,Crabominable,Crabominable,FIGHTING,ICE,478,97,132,77,62,67,43,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cottonee.png?raw=true
739,Crabrawler,Crabrawler,FIGHTING,-,338,47,82,57,42,47,63,https://github.com/Ajeet58698/Pokemon-images/blob/main/Crabominable.png?raw=true
346,Cradily,Cradily,ROCK,GRASS,495,86,81,97,81,107,43,https://github.com/Ajeet58698/Pokemon-images/blob/main/Crabrawler.png?raw=true
845,Cramorant,Cramorant,FLYING,WATER,475,70,85,55,85,95,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cradily.png?raw=true
408,Cranidos,Cranidos,ROCK,-,350,67,125,40,30,30,58,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cramorant.png?raw=true
342,Crawdaunt,Crawdaunt,WATER,DARK,468,63,120,85,90,55,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cranidos.png?raw=true
488,Cresselia,Cresselia,PSYCHIC,-,580,120,70,110,75,120,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Crawdaunt.png?raw=true
453,Croagunk,Croagunk,POISON,FIGHTING,300,48,61,40,61,40,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cresselia.png?raw=true
169,Crobat,Crobat,POISON,FLYING,535,85,90,80,70,80,130,https://github.com/Ajeet58698/Pokemon-images/blob/main/Croagunk.png?raw=true
910,Crocalor,Crocalor,FIRE,-,411,81,55,78,90,58,49,https://github.com/Ajeet58698/Pokemon-images/blob/main/Crobat.png?raw=true
159,Croconaw,Croconaw,WATER,-,405,65,80,80,59,63,58,https://github.com/Ajeet58698/Pokemon-images/blob/main/Crocalor.png?raw=true
889,Crowned Shield,Zamazenta,FIGHTING,STEEL,700,92,120,140,80,140,128,https://github.com/Ajeet58698/Pokemon-images/blob/main/Croconaw.png?raw=true
888,Crowned Sword,Zacian,FAIRY,STEEL,700,92,150,115,80,115,148,https://github.com/Ajeet58698/Pokemon-images/blob/main/Zamazenta.png?raw=true
558,Crustle,Crustle,BUG,ROCK,485,70,105,125,65,75,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Zacian.png?raw=true
615,Cryogonal,Cryogonal,ICE,-,515,80,50,50,95,135,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Crustle.png?raw=true
613,Cubchoo,Cubchoo,ICE,-,305,55,70,40,60,40,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cryogonal.png?raw=true
104,Cubone,Cubone,GROUND,-,320,50,50,95,40,50,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cubchoo.png?raw=true
878,Cufant,Cufant,STEEL,-,330,72,80,49,40,49,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cubone.png?raw=true
978,Curly Form,Tatsugiri,DRAGON,WATER,475,68,50,60,120,95,82,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cufant.png?raw=true
864,Cursola,Cursola,GHOST,-,510,60,95,50,145,130,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tatsugiri.png?raw=true
742,Cutiefly,Cutiefly,BUG,FAIRY,304,40,45,40,55,40,84,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cursola.png?raw=true
967,Cyclizar,Cyclizar,DRAGON,NORMAL,501,70,95,65,85,65,121,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cutiefly.png?raw=true
155,Cyndaquil,Cyndaquil,FIRE,-,309,39,52,43,60,50,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cyclizar.png?raw=true
927,Dachsbun,Dachsbun,FAIRY,-,477,57,80,115,50,80,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Cyndaquil.png?raw=true
491,Darkrai,Darkrai,DARK,-,600,70,90,90,135,90,125,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dachsbun.png?raw=true
723,Dartrix,Dartrix,GRASS,FLYING,420,78,75,75,70,70,52,https://github.com/Ajeet58698/Pokemon-images/blob/main/Darkrai.png?raw=true
554,Darumaka,Darumaka,FIRE,-,315,70,90,45,15,45,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dartrix.png?raw=true
800,Dawn Wings Necrozma,Necrozma,PSYCHIC,GHOST,680,97,113,109,157,127,77,https://github.com/Ajeet58698/Pokemon-images/blob/main/Darumaka.png?raw=true
724,Decidueye,Decidueye,GRASS,GHOST,530,78,107,75,100,100,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Necrozma.png?raw=true
702,Dedenne,Dedenne,ELECTRIC,FAIRY,431,67,58,57,81,67,101,https://github.com/Ajeet58698/Pokemon-images/blob/main/Decidueye.png?raw=true
585,Deerling,Deerling,NORMAL,GRASS,335,60,60,50,40,50,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dedenne.png?raw=true
386,Defense Forme,Deoxys,PSYCHIC,-,600,50,70,160,70,160,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Deerling.png?raw=true
633,Deino,Deino,DARK,DRAGON,300,52,65,50,45,50,38,https://github.com/Ajeet58698/Pokemon-images/blob/main/Deoxys.png?raw=true
301,Delcatty,Delcatty,NORMAL,-,400,70,65,65,55,55,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Deino.png?raw=true
225,Delibird,Delibird,ICE,FLYING,330,45,55,45,65,45,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Delcatty.png?raw=true
655,Delphox,Delphox,FIRE,PSYCHIC,534,75,69,72,114,100,104,https://github.com/Ajeet58698/Pokemon-images/blob/main/Delibird.png?raw=true
87,Dewgong,Dewgong,WATER,ICE,475,90,70,80,70,95,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Delphox.png?raw=true
502,Dewott,Dewott,WATER,-,413,75,75,60,83,60,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dewgong.png?raw=true
751,Dewpider,Dewpider,WATER,BUG,269,38,40,52,40,72,27,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dewott.png?raw=true
781,Dhelmise,Dhelmise,GHOST,GRASS,517,70,131,100,86,90,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dewpider.png?raw=true
483,Dialga,Dialga,STEEL,DRAGON,680,100,120,120,150,100,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dhelmise.png?raw=true
719,Diancie,Diancie,ROCK,FAIRY,600,50,100,150,100,150,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dialga.png?raw=true
660,Diggersby,Diggersby,NORMAL,GROUND,423,85,56,77,50,77,78,https://github.com/Ajeet58698/Pokemon-images/blob/main/Diancie.png?raw=true
50,Diglett,Diglett,GROUND,-,265,10,55,25,35,45,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Diggersby.png?raw=true
132,Ditto,Ditto,NORMAL,-,288,48,48,48,48,48,48,https://github.com/Ajeet58698/Pokemon-images/blob/main/Diglett.png?raw=true
85,Dodrio,Dodrio,NORMAL,FLYING,470,60,110,70,60,60,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ditto.png?raw=true
84,Doduo,Doduo,NORMAL,FLYING,310,35,85,45,35,35,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dodrio.png?raw=true
929,Dolliv,Dolliv,GRASS,NORMAL,354,52,53,60,78,78,33,https://github.com/Ajeet58698/Pokemon-images/blob/main/Doduo.png?raw=true
977,Dondozo,Dondozo,WATER,-,530,150,100,115,65,65,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dolliv.png?raw=true
232,Donphan,Donphan,GROUND,-,500,90,120,120,60,60,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dondozo.png?raw=true
825,Dottler,Dottler,BUG,PSYCHIC,335,50,35,80,50,90,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Donphan.png?raw=true
680,Doublade,Doublade,STEEL,GHOST,448,59,110,150,45,49,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dottler.png?raw=true
882,Dracovish,Dracovish,WATER,DRAGON,505,90,90,100,70,80,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Doublade.png?raw=true
880,Dracozolt,Dracozolt,ELECTRIC,DRAGON,505,90,100,90,80,70,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dracovish.png?raw=true
691,Dragalge,Dragalge,POISON,DRAGON,494,65,75,90,97,123,44,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dracozolt.png?raw=true
887,Dragapult,Dragapult,DRAGON,GHOST,600,88,120,75,100,75,142,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dragalge.png?raw=true
148,Dragonair,Dragonair,DRAGON,-,420,61,84,65,70,70,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dragapult.png?raw=true
149,Dragonite,Dragonite,DRAGON,FLYING,600,91,134,95,100,100,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dragonair.png?raw=true
886,Drakloak,Drakloak,DRAGON,GHOST,410,68,80,50,60,50,102,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dragonite.png?raw=true
780,Drampa,Drampa,NORMAL,DRAGON,485,78,60,85,135,91,36,https://github.com/Ajeet58698/Pokemon-images/blob/main/Drakloak.png?raw=true
452,Drapion,Drapion,POISON,DARK,500,70,90,110,60,75,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Drampa.png?raw=true
147,Dratini,Dratini,DRAGON,-,300,41,64,45,50,50,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Drapion.png?raw=true
834,Drednaw,Drednaw,WATER,ROCK,485,90,115,90,48,68,74,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dratini.png?raw=true
885,Dreepy,Dreepy,DRAGON,GHOST,270,28,60,30,40,30,82,https://github.com/Ajeet58698/Pokemon-images/blob/main/Drednaw.png?raw=true
426,Drifblim,Drifblim,GHOST,FLYING,498,150,80,44,90,54,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dreepy.png?raw=true
425,Drifloon,Drifloon,GHOST,FLYING,348,90,50,34,60,44,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Drifblim.png?raw=true
529,Drilbur,Drilbur,GROUND,-,328,60,85,40,30,45,68,https://github.com/Ajeet58698/Pokemon-images/blob/main/Drifloon.png?raw=true
817,Drizzile,Drizzile,WATER,-,420,65,60,55,95,55,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Drilbur.png?raw=true
978,Droopy Form,Tatsugiri,DRAGON,WATER,475,68,50,60,120,95,82,https://github.com/Ajeet58698/Pokemon-images/blob/main/Drizzile.png?raw=true
96,Drowzee,Drowzee,PSYCHIC,-,328,60,48,45,43,90,42,https://github.com/Ajeet58698/Pokemon-images/blob/main/Tatsugiri.png?raw=true
621,Druddigon,Druddigon,DRAGON,-,485,77,120,90,60,90,48,https://github.com/Ajeet58698/Pokemon-images/blob/main/Drowzee.png?raw=true
832,Dubwool,Dubwool,NORMAL,-,490,72,80,100,60,90,88,https://github.com/Ajeet58698/Pokemon-images/blob/main/Druddigon.png?raw=true
580,Ducklett,Ducklett,WATER,FLYING,305,62,44,50,44,50,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dubwool.png?raw=true
51,Dugtrio,Dugtrio,GROUND,-,425,35,100,50,50,70,120,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ducklett.png?raw=true
206,Dunsparce,Dunsparce,NORMAL,-,415,100,70,70,65,65,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dugtrio.png?raw=true
578,Duosion,Duosion,PSYCHIC,-,370,65,40,50,125,60,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dunsparce.png?raw=true
884,Duraludon,Duraludon,STEEL,DRAGON,535,70,95,115,120,50,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Duosion.png?raw=true
632,Durant,Durant,BUG,STEEL,484,58,109,112,48,48,109,https://github.com/Ajeet58698/Pokemon-images/blob/main/Duraludon.png?raw=true
356,Dusclops,Dusclops,GHOST,-,455,40,70,130,60,130,25,https://github.com/Ajeet58698/Pokemon-images/blob/main/Durant.png?raw=true
745,Dusk Form,Lycanroc,ROCK,-,487,75,117,65,55,65,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dusclops.png?raw=true
800,Dusk Mane Necrozma,Necrozma,PSYCHIC,STEEL,680,97,157,127,113,109,77,https://github.com/Ajeet58698/Pokemon-images/blob/main/Lycanroc.png?raw=true
477,Dusknoir,Dusknoir,GHOST,-,525,45,100,135,65,135,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Necrozma.png?raw=true
355,Duskull,Duskull,GHOST,-,295,20,40,90,30,90,25,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dusknoir.png?raw=true
269,Dustox,Dustox,BUG,POISON,385,60,50,70,50,90,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Duskull.png?raw=true
557,Dwebble,Dwebble,BUG,ROCK,325,50,65,85,35,35,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dustox.png?raw=true
603,Eelektrik,Eelektrik,ELECTRIC,-,405,65,85,70,75,70,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dwebble.png?raw=true
604,Eelektross,Eelektross,ELECTRIC,-,515,85,115,80,105,80,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Eelektrik.png?raw=true
133,Eevee,Eevee,NORMAL,-,325,55,55,50,45,65,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Eelektross.png?raw=true
23,Ekans,Ekans,POISON,-,288,35,60,44,40,54,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Eevee.png?raw=true
830,Eldegoss,Eldegoss,GRASS,-,460,60,50,90,80,120,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ekans.png?raw=true
125,Electabuzz,Electabuzz,ELECTRIC,-,490,65,83,57,95,85,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Eldegoss.png?raw=true
466,Electivire,Electivire,ELECTRIC,-,540,75,123,67,95,85,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Electabuzz.png?raw=true
309,Electrike,Electrike,ELECTRIC,-,295,40,45,40,65,40,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Electivire.png?raw=true
101,Electrode,Electrode,ELECTRIC,-,490,60,50,70,80,80,150,https://github.com/Ajeet58698/Pokemon-images/blob/main/Electrike.png?raw=true
239,Elekid,Elekid,ELECTRIC,-,360,45,63,37,65,55,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Electrode.png?raw=true
605,Elgyem,Elgyem,PSYCHIC,-,335,55,55,55,85,55,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Elekid.png?raw=true
500,Emboar,Emboar,FIRE,FIGHTING,528,110,123,65,100,65,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Elgyem.png?raw=true
587,Emolga,Emolga,ELECTRIC,FLYING,428,55,75,60,75,60,103,https://github.com/Ajeet58698/Pokemon-images/blob/main/Emboar.png?raw=true
395,Empoleon,Empoleon,WATER,STEEL,530,84,86,88,111,101,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Emolga.png?raw=true
244,Entei,Entei,FIRE,-,580,115,115,85,90,75,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Empoleon.png?raw=true
589,Escavalier,Escavalier,BUG,STEEL,495,70,135,105,60,105,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Entei.png?raw=true
956,Espathra,Espathra,PSYCHIC,-,481,95,60,60,101,60,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Escavalier.png?raw=true
196,Espeon,Espeon,PSYCHIC,-,525,65,65,60,130,95,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Espathra.png?raw=true
677,Espurr,Espurr,PSYCHIC,-,355,62,48,54,63,60,68,https://github.com/Ajeet58698/Pokemon-images/blob/main/Espeon.png?raw=true
890,Eternamax,Eternatus,POISON,DRAGON,1125,255,115,250,125,250,130,https://github.com/Ajeet58698/Pokemon-images/blob/main/Espurr.png?raw=true
890,Eternatus,Eternatus,POISON,DRAGON,690,140,85,95,145,95,130,https://github.com/Ajeet58698/Pokemon-images/blob/main/Eternatus.png?raw=true
530,Excadrill,Excadrill,GROUND,STEEL,508,110,135,60,50,65,88,https://github.com/Ajeet58698/Pokemon-images/blob/main/Eternatus.png?raw=true
102,Exeggcute,Exeggcute,GRASS,PSYCHIC,325,60,40,80,60,45,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Excadrill.png?raw=true
103,Exeggutor,Exeggutor,GRASS,PSYCHIC,530,95,95,85,125,75,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Exeggcute.png?raw=true
295,Exploud,Exploud,NORMAL,-,490,104,91,63,91,73,68,https://github.com/Ajeet58698/Pokemon-images/blob/main/Exeggutor.png?raw=true
870,Falinks,Falinks,FIGHTING,-,470,65,100,100,70,60,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Exploud.png?raw=true
925,Family of Four,Maushold,NORMAL,-,470,74,75,70,65,75,111,https://github.com/Ajeet58698/Pokemon-images/blob/main/Falinks.png?raw=true
925,Family of Three,Maushold,NORMAL,-,470,74,75,70,65,75,111,https://github.com/Ajeet58698/Pokemon-images/blob/main/Maushold.png?raw=true
479,Fan Rotom,Rotom,ELECTRIC,FLYING,520,50,65,107,105,107,86,https://github.com/Ajeet58698/Pokemon-images/blob/main/Maushold.png?raw=true
83,Farfetch'd,Farfetch'd,NORMAL,FLYING,377,52,90,55,58,62,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rotom.png?raw=true
981,Farigiraf,Farigiraf,NORMAL,PSYCHIC,520,120,90,70,110,70,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Farfetch'd.png?raw=true
22,Fearow,Fearow,NORMAL,FLYING,442,65,90,65,61,61,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Farigiraf.png?raw=true
349,Feebas,Feebas,WATER,-,200,20,15,20,10,55,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Fearow.png?raw=true
678,Female,Meowstic,PSYCHIC,-,466,74,48,76,83,81,104,https://github.com/Ajeet58698/Pokemon-images/blob/main/Feebas.png?raw=true
876,Female,Indeedee,PSYCHIC,NORMAL,475,70,55,65,95,105,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Meowstic.png?raw=true
902,Female,Basculegion,WATER,GHOST,530,120,92,65,100,75,78,https://github.com/Ajeet58698/Pokemon-images/blob/main/Indeedee.png?raw=true
916,Female,Oinkologne,NORMAL,-,489,115,90,70,59,90,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Basculegion.png?raw=true
653,Fennekin,Fennekin,FIRE,-,307,40,45,40,62,60,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Oinkologne.png?raw=true
160,Feraligatr,Feraligatr,WATER,-,530,85,105,100,79,83,78,https://github.com/Ajeet58698/Pokemon-images/blob/main/Fennekin.png?raw=true
597,Ferroseed,Ferroseed,GRASS,STEEL,305,44,50,91,24,86,10,https://github.com/Ajeet58698/Pokemon-images/blob/main/Feraligatr.png?raw=true
598,Ferrothorn,Ferrothorn,GRASS,STEEL,489,74,94,131,54,116,20,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ferroseed.png?raw=true
926,Fidough,Fidough,FAIRY,-,312,37,55,70,30,55,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ferrothorn.png?raw=true
963,Finizen,Finizen,WATER,-,315,70,45,40,45,40,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Fidough.png?raw=true
456,Finneon,Finneon,WATER,-,330,49,49,56,49,61,66,https://github.com/Ajeet58698/Pokemon-images/blob/main/Finizen.png?raw=true
180,Flaaffy,Flaaffy,ELECTRIC,-,365,70,55,55,80,60,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Finneon.png?raw=true
669,Flabébé,Flabébé,FAIRY,-,303,44,38,39,61,79,42,https://github.com/Ajeet58698/Pokemon-images/blob/main/Flaaffy.png?raw=true
973,Flamigo,Flamigo,FLYING,FIGHTING,500,82,115,74,75,64,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Flabébé.png?raw=true
841,Flapple,Flapple,GRASS,DRAGON,485,70,110,80,95,60,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Flamigo.png?raw=true
136,Flareon,Flareon,FIRE,-,525,65,130,60,95,110,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Flapple.png?raw=true
662,Fletchinder,Fletchinder,FIRE,FLYING,382,62,73,55,56,52,84,https://github.com/Ajeet58698/Pokemon-images/blob/main/Flareon.png?raw=true
661,Fletchling,Fletchling,NORMAL,FLYING,278,45,50,43,40,38,62,https://github.com/Ajeet58698/Pokemon-images/blob/main/Fletchinder.png?raw=true
955,Flittle,Flittle,PSYCHIC,-,255,30,35,30,55,30,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Fletchling.png?raw=true
419,Floatzel,Floatzel,WATER,-,495,85,105,55,85,50,115,https://github.com/Ajeet58698/Pokemon-images/blob/main/Flittle.png?raw=true
670,Floette,Floette,FAIRY,-,371,54,45,47,75,98,52,https://github.com/Ajeet58698/Pokemon-images/blob/main/Floatzel.png?raw=true
907,Floragato,Floragato,GRASS,-,410,61,80,63,60,63,83,https://github.com/Ajeet58698/Pokemon-images/blob/main/Floette.png?raw=true
671,Florges,Florges,FAIRY,-,552,78,65,68,112,154,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Floragato.png?raw=true
987,Flutter Mane,Flutter Mane,GHOST,FAIRY,570,55,55,55,135,135,135,https://github.com/Ajeet58698/Pokemon-images/blob/main/Florges.png?raw=true
330,Flygon,Flygon,GROUND,DRAGON,520,80,100,80,80,80,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Flutter Mane.png?raw=true
753,Fomantis,Fomantis,GRASS,-,250,40,55,35,50,35,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Flygon.png?raw=true
590,Foongus,Foongus,GRASS,POISON,294,69,55,45,55,55,15,https://github.com/Ajeet58698/Pokemon-images/blob/main/Fomantis.png?raw=true
205,Forretress,Forretress,BUG,STEEL,465,75,90,140,60,60,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Foongus.png?raw=true
611,Fraxure,Fraxure,DRAGON,-,410,66,117,70,40,50,67,https://github.com/Ajeet58698/Pokemon-images/blob/main/Forretress.png?raw=true
996,Frigibax,Frigibax,DRAGON,ICE,320,65,75,45,35,45,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Fraxure.png?raw=true
592,Frillish,Frillish,WATER,GHOST,335,55,40,50,65,85,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Frigibax.png?raw=true
656,Froakie,Froakie,WATER,-,314,41,56,40,62,44,71,https://github.com/Ajeet58698/Pokemon-images/blob/main/Frillish.png?raw=true
657,Frogadier,Frogadier,WATER,-,405,54,63,52,83,56,97,https://github.com/Ajeet58698/Pokemon-images/blob/main/Froakie.png?raw=true
478,Froslass,Froslass,ICE,GHOST,480,70,80,70,80,70,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Frogadier.png?raw=true
873,Frosmoth,Frosmoth,ICE,BUG,475,70,65,60,125,90,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Froslass.png?raw=true
479,Frost Rotom,Rotom,ELECTRIC,ICE,520,50,65,107,105,107,86,https://github.com/Ajeet58698/Pokemon-images/blob/main/Frosmoth.png?raw=true
909,Fuecoco,Fuecoco,FIRE,-,310,67,45,59,63,40,36,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rotom.png?raw=true
877,Full Belly Mode,Morpeko,ELECTRIC,DARK,436,58,95,58,70,58,97,https://github.com/Ajeet58698/Pokemon-images/blob/main/Fuecoco.png?raw=true
676,Furfrou,Furfrou,NORMAL,-,472,75,80,60,65,90,102,https://github.com/Ajeet58698/Pokemon-images/blob/main/Morpeko.png?raw=true
162,Furret,Furret,NORMAL,-,415,85,76,64,45,55,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Furfrou.png?raw=true
444,Gabite,Gabite,DRAGON,GROUND,410,68,90,65,50,55,82,https://github.com/Ajeet58698/Pokemon-images/blob/main/Furret.png?raw=true
144,Galarian Articuno,Articuno,PSYCHIC,FLYING,580,90,85,85,125,100,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gabite.png?raw=true
222,Galarian Corsola,Corsola,GHOST,-,410,60,55,100,65,100,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Articuno.png?raw=true
554,Galarian Darumaka,Darumaka,ICE,-,315,70,90,45,15,45,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Corsola.png?raw=true
83,Galarian Farfetch'd,Farfetch'd,FIGHTING,-,377,52,95,55,58,62,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Darumaka.png?raw=true
